"date","primary_doses","booster_doses","scenario","iso3c"
"2020-12-29",0,0,"Increase","ALB"
"2020-12-30",0,0,"Decrease","ALB"
"2020-12-30",0,0,"Increase","ALB"
"2020-12-31",0,0,"Decrease","ALB"
"2020-12-31",0,0,"Increase","ALB"
"2021-01-01",0,0,"Decrease","ALB"
"2021-01-01",0,0,"Increase","ALB"
"2021-01-02",0,0,"Decrease","ALB"
"2021-01-02",0,0,"Increase","ALB"
"2021-01-03",0,0,"Decrease","ALB"
"2021-01-03",0,0,"Increase","ALB"
"2021-01-04",0,0,"Decrease","ALB"
"2021-01-04",0,0,"Increase","ALB"
"2021-01-05",0,0,"Decrease","ALB"
"2021-01-05",0,0,"Increase","ALB"
"2021-01-06",0,0,"Decrease","ALB"
"2021-01-06",0,0,"Increase","ALB"
"2021-01-07",0,0,"Decrease","ALB"
"2021-01-07",0,0,"Increase","ALB"
"2021-01-08",0,0,"Decrease","ALB"
"2021-01-08",0,0,"Increase","ALB"
"2021-01-09",0,0,"Decrease","ALB"
"2021-01-09",0,0,"Increase","ALB"
"2021-01-10",0,0,"Decrease","ALB"
"2021-01-10",0,0,"Increase","ALB"
"2021-01-11",0,0,"Decrease","ALB"
"2021-01-11",0,0,"Increase","ALB"
"2021-01-12",0,0,"Decrease","ALB"
"2021-01-12",0,0,"Increase","ALB"
"2021-01-13",0,0,"Decrease","ALB"
"2021-01-13",0,0,"Increase","ALB"
"2021-01-14",0,0,"Decrease","ALB"
"2021-01-14",0,0,"Increase","ALB"
"2021-01-15",0,0,"Decrease","ALB"
"2021-01-15",0,0,"Increase","ALB"
"2021-01-16",0,0,"Decrease","ALB"
"2021-01-16",0,0,"Increase","ALB"
"2021-01-17",0,0,"Decrease","ALB"
"2021-01-17",0,0,"Increase","ALB"
"2021-01-18",0,0,"Decrease","ALB"
"2021-01-18",0,0,"Increase","ALB"
"2021-01-19",0,0,"Decrease","ALB"
"2021-01-19",0,0,"Increase","ALB"
"2021-01-20",0,0,"Decrease","ALB"
"2021-01-20",0,0,"Increase","ALB"
"2021-01-21",0,0,"Decrease","ALB"
"2021-01-21",0,0,"Increase","ALB"
"2021-01-22",0,0,"Decrease","ALB"
"2021-01-22",0,0,"Increase","ALB"
"2021-01-23",0,0,"Decrease","ALB"
"2021-01-23",0,0,"Increase","ALB"
"2021-01-24",0,0,"Decrease","ALB"
"2021-01-24",0,0,"Increase","ALB"
"2021-01-25",0,0,"Decrease","ALB"
"2021-01-25",0,0,"Increase","ALB"
"2021-01-26",0,0,"Decrease","ALB"
"2021-01-26",0,0,"Increase","ALB"
"2021-01-27",0,0,"Decrease","ALB"
"2021-01-27",0,0,"Increase","ALB"
"2021-01-28",0,0,"Decrease","ALB"
"2021-01-28",0,0,"Increase","ALB"
"2021-01-29",0,0,"Decrease","ALB"
"2021-01-29",0,0,"Increase","ALB"
"2021-01-30",0,0,"Decrease","ALB"
"2021-01-30",0,0,"Increase","ALB"
"2021-01-31",0,0,"Decrease","ALB"
"2021-01-31",0,0,"Increase","ALB"
"2021-02-01",0,0,"Decrease","ALB"
"2021-02-01",0,0,"Increase","ALB"
"2021-02-02",0,0,"Decrease","ALB"
"2021-02-02",0,0,"Increase","ALB"
"2021-02-03",0,0,"Decrease","ALB"
"2021-02-03",0,0,"Increase","ALB"
"2021-02-04",0,0,"Decrease","ALB"
"2021-02-04",0,0,"Increase","ALB"
"2021-02-05",0,0,"Decrease","ALB"
"2021-02-05",0,0,"Increase","ALB"
"2021-02-06",0,0,"Decrease","ALB"
"2021-02-06",0,0,"Increase","ALB"
"2021-02-07",0,0,"Decrease","ALB"
"2021-02-07",0,0,"Increase","ALB"
"2021-02-08",0,0,"Decrease","ALB"
"2021-02-08",0,0,"Increase","ALB"
"2021-02-09",0,0,"Decrease","ALB"
"2021-02-09",0,0,"Increase","ALB"
"2021-02-10",0,0,"Decrease","ALB"
"2021-02-10",0,0,"Increase","ALB"
"2021-02-11",0,0,"Decrease","ALB"
"2021-02-11",0,0,"Increase","ALB"
"2021-02-12",0,0,"Decrease","ALB"
"2021-02-12",0,0,"Increase","ALB"
"2021-02-13",0,0,"Decrease","ALB"
"2021-02-13",0,0,"Increase","ALB"
"2021-02-14",0,0,"Decrease","ALB"
"2021-02-14",0,0,"Increase","ALB"
"2021-02-15",0,0,"Decrease","ALB"
"2021-02-15",0,0,"Increase","ALB"
"2021-02-16",0,0,"Decrease","ALB"
"2021-02-16",0,0,"Increase","ALB"
"2021-02-17",0,0,"Decrease","ALB"
"2021-02-17",0,0,"Increase","ALB"
"2021-02-18",0,0,"Decrease","ALB"
"2021-02-18",0,0,"Increase","ALB"
"2021-02-19",0,0,"Decrease","ALB"
"2021-02-19",0,0,"Increase","ALB"
"2021-02-20",0,0,"Decrease","ALB"
"2021-02-20",0,0,"Increase","ALB"
"2021-02-21",0,0,"Decrease","ALB"
"2021-02-21",0,0,"Increase","ALB"
"2021-02-22",0,0,"Decrease","ALB"
"2021-02-22",0,0,"Increase","ALB"
"2021-02-23",0,0,"Decrease","ALB"
"2021-02-23",0,0,"Increase","ALB"
"2021-02-24",0,0,"Decrease","ALB"
"2021-02-24",0,0,"Increase","ALB"
"2021-02-25",0,0,"Decrease","ALB"
"2021-02-25",0,0,"Increase","ALB"
"2021-02-26",0,0,"Decrease","ALB"
"2021-02-26",0,0,"Increase","ALB"
"2021-02-27",0,0,"Decrease","ALB"
"2021-02-27",0,0,"Increase","ALB"
"2021-02-28",0,0,"Decrease","ALB"
"2021-02-28",0,0,"Increase","ALB"
"2021-03-01",0,0,"Decrease","ALB"
"2021-03-01",0,0,"Increase","ALB"
"2021-03-02",0,0,"Decrease","ALB"
"2021-03-02",0,0,"Increase","ALB"
"2021-03-03",0,0,"Decrease","ALB"
"2021-03-03",0,0,"Increase","ALB"
"2021-03-04",1,0,NA,"ALB"
"2021-03-04",0.8,0,"Decrease","ALB"
"2021-03-04",1.2,0,"Increase","ALB"
"2021-03-05",1,0,NA,"ALB"
"2021-03-05",0.8,0,"Decrease","ALB"
"2021-03-05",1.2,0,"Increase","ALB"
"2021-03-06",1,0,NA,"ALB"
"2021-03-06",0.8,0,"Decrease","ALB"
"2021-03-06",1.2,0,"Increase","ALB"
"2021-03-07",1,0,NA,"ALB"
"2021-03-07",0.8,0,"Decrease","ALB"
"2021-03-07",1.2,0,"Increase","ALB"
"2021-03-08",1,0,NA,"ALB"
"2021-03-08",0.8,0,"Decrease","ALB"
"2021-03-08",1.2,0,"Increase","ALB"
"2021-03-09",2,0,NA,"ALB"
"2021-03-09",1.6,0,"Decrease","ALB"
"2021-03-09",2.4,0,"Increase","ALB"
"2021-03-10",2,0,NA,"ALB"
"2021-03-10",1.6,0,"Decrease","ALB"
"2021-03-10",2.4,0,"Increase","ALB"
"2021-03-11",2,0,NA,"ALB"
"2021-03-11",1.6,0,"Decrease","ALB"
"2021-03-11",2.4,0,"Increase","ALB"
"2021-03-12",2,0,NA,"ALB"
"2021-03-12",1.6,0,"Decrease","ALB"
"2021-03-12",2.4,0,"Increase","ALB"
"2021-03-13",3,0,NA,"ALB"
"2021-03-13",2.4,0,"Decrease","ALB"
"2021-03-13",3.6,0,"Increase","ALB"
"2021-03-14",3,0,NA,"ALB"
"2021-03-14",2.4,0,"Decrease","ALB"
"2021-03-14",3.6,0,"Increase","ALB"
"2021-03-15",3,0,NA,"ALB"
"2021-03-15",2.4,0,"Decrease","ALB"
"2021-03-15",3.6,0,"Increase","ALB"
"2021-03-16",3,0,NA,"ALB"
"2021-03-16",2.4,0,"Decrease","ALB"
"2021-03-16",3.6,0,"Increase","ALB"
"2021-03-17",3,0,NA,"ALB"
"2021-03-17",2.4,0,"Decrease","ALB"
"2021-03-17",3.6,0,"Increase","ALB"
"2021-03-18",4,0,NA,"ALB"
"2021-03-18",3.2,0,"Decrease","ALB"
"2021-03-18",4.8,0,"Increase","ALB"
"2021-03-19",4,0,NA,"ALB"
"2021-03-19",3.2,0,"Decrease","ALB"
"2021-03-19",4.8,0,"Increase","ALB"
"2021-03-20",4,0,NA,"ALB"
"2021-03-20",3.2,0,"Decrease","ALB"
"2021-03-20",4.8,0,"Increase","ALB"
"2021-03-21",4,0,NA,"ALB"
"2021-03-21",3.2,0,"Decrease","ALB"
"2021-03-21",4.8,0,"Increase","ALB"
"2021-03-22",4,0,NA,"ALB"
"2021-03-22",3.2,0,"Decrease","ALB"
"2021-03-22",4.8,0,"Increase","ALB"
"2021-03-23",5,0,NA,"ALB"
"2021-03-23",4,0,"Decrease","ALB"
"2021-03-23",6,0,"Increase","ALB"
"2021-03-24",5,0,NA,"ALB"
"2021-03-24",4,0,"Decrease","ALB"
"2021-03-24",6,0,"Increase","ALB"
"2021-03-25",5,0,NA,"ALB"
"2021-03-25",4,0,"Decrease","ALB"
"2021-03-25",6,0,"Increase","ALB"
"2021-03-26",5,0,NA,"ALB"
"2021-03-26",4,0,"Decrease","ALB"
"2021-03-26",6,0,"Increase","ALB"
"2021-03-27",6,0,NA,"ALB"
"2021-03-27",4.8,0,"Decrease","ALB"
"2021-03-27",7.2,0,"Increase","ALB"
"2021-03-28",6,0,NA,"ALB"
"2021-03-28",4.8,0,"Decrease","ALB"
"2021-03-28",7.2,0,"Increase","ALB"
"2021-03-29",6,0,NA,"ALB"
"2021-03-29",4.8,0,"Decrease","ALB"
"2021-03-29",7.2,0,"Increase","ALB"
"2021-03-30",6,0,NA,"ALB"
"2021-03-30",4.8,0,"Decrease","ALB"
"2021-03-30",7.2,0,"Increase","ALB"
"2021-03-31",6,0,NA,"ALB"
"2021-03-31",4.8,0,"Decrease","ALB"
"2021-03-31",7.2,0,"Increase","ALB"
"2021-04-01",7,0,NA,"ALB"
"2021-04-01",5.6,0,"Decrease","ALB"
"2021-04-01",8.4,0,"Increase","ALB"
"2021-04-02",7,0,NA,"ALB"
"2021-04-02",5.6,0,"Decrease","ALB"
"2021-04-02",8.4,0,"Increase","ALB"
"2021-04-03",7,0,NA,"ALB"
"2021-04-03",5.6,0,"Decrease","ALB"
"2021-04-03",8.4,0,"Increase","ALB"
"2021-04-04",7,0,NA,"ALB"
"2021-04-04",5.6,0,"Decrease","ALB"
"2021-04-04",8.4,0,"Increase","ALB"
"2021-04-05",7,0,NA,"ALB"
"2021-04-05",5.6,0,"Decrease","ALB"
"2021-04-05",8.4,0,"Increase","ALB"
"2021-04-06",8,0,NA,"ALB"
"2021-04-06",6.4,0,"Decrease","ALB"
"2021-04-06",9.6,0,"Increase","ALB"
"2021-04-07",8,0,NA,"ALB"
"2021-04-07",6.4,0,"Decrease","ALB"
"2021-04-07",9.6,0,"Increase","ALB"
"2021-04-08",8,0,NA,"ALB"
"2021-04-08",6.4,0,"Decrease","ALB"
"2021-04-08",9.6,0,"Increase","ALB"
"2021-04-09",8,0,NA,"ALB"
"2021-04-09",6.4,0,"Decrease","ALB"
"2021-04-09",9.6,0,"Increase","ALB"
"2021-04-10",9,0,NA,"ALB"
"2021-04-10",7.2,0,"Decrease","ALB"
"2021-04-10",10.8,0,"Increase","ALB"
"2021-04-11",9,0,NA,"ALB"
"2021-04-11",7.2,0,"Decrease","ALB"
"2021-04-11",10.8,0,"Increase","ALB"
"2021-04-12",9,0,NA,"ALB"
"2021-04-12",7.2,0,"Decrease","ALB"
"2021-04-12",10.8,0,"Increase","ALB"
"2021-04-13",9,0,NA,"ALB"
"2021-04-13",7.2,0,"Decrease","ALB"
"2021-04-13",10.8,0,"Increase","ALB"
"2021-04-14",9,0,NA,"ALB"
"2021-04-14",7.2,0,"Decrease","ALB"
"2021-04-14",10.8,0,"Increase","ALB"
"2021-04-15",10,0,NA,"ALB"
"2021-04-15",8,0,"Decrease","ALB"
"2021-04-15",12,0,"Increase","ALB"
"2021-04-16",10,0,NA,"ALB"
"2021-04-16",8,0,"Decrease","ALB"
"2021-04-16",12,0,"Increase","ALB"
"2021-04-17",10,0,NA,"ALB"
"2021-04-17",8,0,"Decrease","ALB"
"2021-04-17",12,0,"Increase","ALB"
"2021-04-18",10,0,NA,"ALB"
"2021-04-18",8,0,"Decrease","ALB"
"2021-04-18",12,0,"Increase","ALB"
"2021-04-19",10,0,NA,"ALB"
"2021-04-19",8,0,"Decrease","ALB"
"2021-04-19",12,0,"Increase","ALB"
"2021-04-20",11,0,NA,"ALB"
"2021-04-20",8.8,0,"Decrease","ALB"
"2021-04-20",13.2,0,"Increase","ALB"
"2021-04-21",11,0,NA,"ALB"
"2021-04-21",8.8,0,"Decrease","ALB"
"2021-04-21",13.2,0,"Increase","ALB"
"2021-04-22",11,0,NA,"ALB"
"2021-04-22",8.8,0,"Decrease","ALB"
"2021-04-22",13.2,0,"Increase","ALB"
"2021-04-23",11,0,NA,"ALB"
"2021-04-23",8.8,0,"Decrease","ALB"
"2021-04-23",13.2,0,"Increase","ALB"
"2021-04-24",12,0,NA,"ALB"
"2021-04-24",9.6,0,"Decrease","ALB"
"2021-04-24",14.4,0,"Increase","ALB"
"2021-04-25",12,0,NA,"ALB"
"2021-04-25",9.6,0,"Decrease","ALB"
"2021-04-25",14.4,0,"Increase","ALB"
"2021-04-26",12,0,NA,"ALB"
"2021-04-26",9.6,0,"Decrease","ALB"
"2021-04-26",14.4,0,"Increase","ALB"
"2021-04-27",12,0,NA,"ALB"
"2021-04-27",9.6,0,"Decrease","ALB"
"2021-04-27",14.4,0,"Increase","ALB"
"2021-04-28",12,0,NA,"ALB"
"2021-04-28",9.6,0,"Decrease","ALB"
"2021-04-28",14.4,0,"Increase","ALB"
"2021-04-29",13,0,NA,"ALB"
"2021-04-29",10.4,0,"Decrease","ALB"
"2021-04-29",15.6,0,"Increase","ALB"
"2021-04-30",13,0,NA,"ALB"
"2021-04-30",10.4,0,"Decrease","ALB"
"2021-04-30",15.6,0,"Increase","ALB"
"2021-05-01",14,0,NA,"ALB"
"2021-05-01",11.2,0,"Decrease","ALB"
"2021-05-01",16.8,0,"Increase","ALB"
"2021-05-02",17,0,NA,"ALB"
"2021-05-02",13.6,0,"Decrease","ALB"
"2021-05-02",20.4,0,"Increase","ALB"
"2021-05-03",20,0,NA,"ALB"
"2021-05-03",16,0,"Decrease","ALB"
"2021-05-03",24,0,"Increase","ALB"
"2021-05-04",23,0,NA,"ALB"
"2021-05-04",18.4,0,"Decrease","ALB"
"2021-05-04",27.6,0,"Increase","ALB"
"2021-05-05",26,0,NA,"ALB"
"2021-05-05",20.8,0,"Decrease","ALB"
"2021-05-05",31.2,0,"Increase","ALB"
"2021-05-06",28,0,NA,"ALB"
"2021-05-06",22.4,0,"Decrease","ALB"
"2021-05-06",33.6,0,"Increase","ALB"
"2021-05-07",31,0,NA,"ALB"
"2021-05-07",24.8,0,"Decrease","ALB"
"2021-05-07",37.2,0,"Increase","ALB"
"2021-05-08",34,0,NA,"ALB"
"2021-05-08",27.2,0,"Decrease","ALB"
"2021-05-08",40.8,0,"Increase","ALB"
"2021-05-09",37,0,NA,"ALB"
"2021-05-09",29.6,0,"Decrease","ALB"
"2021-05-09",44.4,0,"Increase","ALB"
"2021-05-10",40,0,NA,"ALB"
"2021-05-10",32,0,"Decrease","ALB"
"2021-05-10",48,0,"Increase","ALB"
"2021-05-11",43,0,NA,"ALB"
"2021-05-11",34.4,0,"Decrease","ALB"
"2021-05-11",51.6,0,"Increase","ALB"
"2021-05-12",46,0,NA,"ALB"
"2021-05-12",36.8,0,"Decrease","ALB"
"2021-05-12",55.2,0,"Increase","ALB"
"2021-05-13",49,0,NA,"ALB"
"2021-05-13",39.2,0,"Decrease","ALB"
"2021-05-13",58.8,0,"Increase","ALB"
"2021-05-14",52,0,NA,"ALB"
"2021-05-14",41.6,0,"Decrease","ALB"
"2021-05-14",62.4,0,"Increase","ALB"
"2021-05-15",54,0,NA,"ALB"
"2021-05-15",43.2,0,"Decrease","ALB"
"2021-05-15",64.8,0,"Increase","ALB"
"2021-05-16",57,0,NA,"ALB"
"2021-05-16",45.6,0,"Decrease","ALB"
"2021-05-16",68.4,0,"Increase","ALB"
"2021-05-17",60,0,NA,"ALB"
"2021-05-17",48,0,"Decrease","ALB"
"2021-05-17",72,0,"Increase","ALB"
"2021-05-18",63,0,NA,"ALB"
"2021-05-18",50.4,0,"Decrease","ALB"
"2021-05-18",75.6,0,"Increase","ALB"
"2021-05-19",66,0,NA,"ALB"
"2021-05-19",52.8,0,"Decrease","ALB"
"2021-05-19",79.2,0,"Increase","ALB"
"2021-05-20",69,0,NA,"ALB"
"2021-05-20",55.2,0,"Decrease","ALB"
"2021-05-20",82.8,0,"Increase","ALB"
"2021-05-21",72,0,NA,"ALB"
"2021-05-21",57.6,0,"Decrease","ALB"
"2021-05-21",86.4,0,"Increase","ALB"
"2021-05-22",75,0,NA,"ALB"
"2021-05-22",60,0,"Decrease","ALB"
"2021-05-22",90,0,"Increase","ALB"
"2021-05-23",77,0,NA,"ALB"
"2021-05-23",61.6,0,"Decrease","ALB"
"2021-05-23",92.4,0,"Increase","ALB"
"2021-05-24",80,0,NA,"ALB"
"2021-05-24",64,0,"Decrease","ALB"
"2021-05-24",96,0,"Increase","ALB"
"2021-05-25",83,0,NA,"ALB"
"2021-05-25",66.4,0,"Decrease","ALB"
"2021-05-25",99.6,0,"Increase","ALB"
"2021-05-26",86,0,NA,"ALB"
"2021-05-26",68.8,0,"Decrease","ALB"
"2021-05-26",103.2,0,"Increase","ALB"
"2021-05-27",89,0,NA,"ALB"
"2021-05-27",71.2,0,"Decrease","ALB"
"2021-05-27",106.8,0,"Increase","ALB"
"2021-05-28",92,0,NA,"ALB"
"2021-05-28",73.6,0,"Decrease","ALB"
"2021-05-28",110.4,0,"Increase","ALB"
"2021-05-29",95,0,NA,"ALB"
"2021-05-29",76,0,"Decrease","ALB"
"2021-05-29",114,0,"Increase","ALB"
"2021-05-30",98,0,NA,"ALB"
"2021-05-30",78.4,0,"Decrease","ALB"
"2021-05-30",117.6,0,"Increase","ALB"
"2021-05-31",100,0,NA,"ALB"
"2021-05-31",80,0,"Decrease","ALB"
"2021-05-31",120,0,"Increase","ALB"
"2021-06-01",105,0,NA,"ALB"
"2021-06-01",84,0,"Decrease","ALB"
"2021-06-01",126,0,"Increase","ALB"
"2021-06-02",110,0,NA,"ALB"
"2021-06-02",88,0,"Decrease","ALB"
"2021-06-02",132,0,"Increase","ALB"
"2021-06-03",114,0,NA,"ALB"
"2021-06-03",91.2,0,"Decrease","ALB"
"2021-06-03",136.8,0,"Increase","ALB"
"2021-06-04",119,0,NA,"ALB"
"2021-06-04",95.2,0,"Decrease","ALB"
"2021-06-04",142.8,0,"Increase","ALB"
"2021-06-05",123,0,NA,"ALB"
"2021-06-05",98.4,0,"Decrease","ALB"
"2021-06-05",147.6,0,"Increase","ALB"
"2021-06-06",136,0,NA,"ALB"
"2021-06-06",108.8,0,"Decrease","ALB"
"2021-06-06",163.2,0,"Increase","ALB"
"2021-06-07",156,0,NA,"ALB"
"2021-06-07",124.8,0,"Decrease","ALB"
"2021-06-07",187.2,0,"Increase","ALB"
"2021-06-08",175,0,NA,"ALB"
"2021-06-08",140,0,"Decrease","ALB"
"2021-06-08",210,0,"Increase","ALB"
"2021-06-09",195,0,NA,"ALB"
"2021-06-09",156,0,"Decrease","ALB"
"2021-06-09",234,0,"Increase","ALB"
"2021-06-10",214,0,NA,"ALB"
"2021-06-10",171.2,0,"Decrease","ALB"
"2021-06-10",256.8,0,"Increase","ALB"
"2021-06-11",234,0,NA,"ALB"
"2021-06-11",187.2,0,"Decrease","ALB"
"2021-06-11",280.8,0,"Increase","ALB"
"2021-06-12",253,0,NA,"ALB"
"2021-06-12",202.4,0,"Decrease","ALB"
"2021-06-12",303.6,0,"Increase","ALB"
"2021-06-13",273,0,NA,"ALB"
"2021-06-13",218.4,0,"Decrease","ALB"
"2021-06-13",327.6,0,"Increase","ALB"
"2021-06-14",292,0,NA,"ALB"
"2021-06-14",233.6,0,"Decrease","ALB"
"2021-06-14",350.4,0,"Increase","ALB"
"2021-06-15",312,0,NA,"ALB"
"2021-06-15",249.6,0,"Decrease","ALB"
"2021-06-15",374.4,0,"Increase","ALB"
"2021-06-16",331,0,NA,"ALB"
"2021-06-16",264.8,0,"Decrease","ALB"
"2021-06-16",397.2,0,"Increase","ALB"
"2021-06-17",351,0,NA,"ALB"
"2021-06-17",280.8,0,"Decrease","ALB"
"2021-06-17",421.2,0,"Increase","ALB"
"2021-06-18",370,0,NA,"ALB"
"2021-06-18",296,0,"Decrease","ALB"
"2021-06-18",444,0,"Increase","ALB"
"2021-06-19",389,0,NA,"ALB"
"2021-06-19",311.2,0,"Decrease","ALB"
"2021-06-19",466.8,0,"Increase","ALB"
"2021-06-20",409,0,NA,"ALB"
"2021-06-20",327.2,0,"Decrease","ALB"
"2021-06-20",490.8,0,"Increase","ALB"
"2021-06-21",428,0,NA,"ALB"
"2021-06-21",342.4,0,"Decrease","ALB"
"2021-06-21",513.6,0,"Increase","ALB"
"2021-06-22",448,0,NA,"ALB"
"2021-06-22",358.4,0,"Decrease","ALB"
"2021-06-22",537.6,0,"Increase","ALB"
"2021-06-23",467,0,NA,"ALB"
"2021-06-23",373.6,0,"Decrease","ALB"
"2021-06-23",560.4,0,"Increase","ALB"
"2021-06-24",487,0,NA,"ALB"
"2021-06-24",389.6,0,"Decrease","ALB"
"2021-06-24",584.4,0,"Increase","ALB"
"2021-06-25",506,0,NA,"ALB"
"2021-06-25",404.8,0,"Decrease","ALB"
"2021-06-25",607.2,0,"Increase","ALB"
"2021-06-26",526,0,NA,"ALB"
"2021-06-26",420.8,0,"Decrease","ALB"
"2021-06-26",631.2,0,"Increase","ALB"
"2021-06-27",545,0,NA,"ALB"
"2021-06-27",436,0,"Decrease","ALB"
"2021-06-27",654,0,"Increase","ALB"
"2021-06-28",565,0,NA,"ALB"
"2021-06-28",452,0,"Decrease","ALB"
"2021-06-28",678,0,"Increase","ALB"
"2021-06-29",584,0,NA,"ALB"
"2021-06-29",467.2,0,"Decrease","ALB"
"2021-06-29",700.8,0,"Increase","ALB"
"2021-06-30",604,0,NA,"ALB"
"2021-06-30",483.2,0,"Decrease","ALB"
"2021-06-30",724.8,0,"Increase","ALB"
"2021-07-01",656,0,NA,"ALB"
"2021-07-01",524.8,0,"Decrease","ALB"
"2021-07-01",787.2,0,"Increase","ALB"
"2021-07-02",708,0,NA,"ALB"
"2021-07-02",566.4,0,"Decrease","ALB"
"2021-07-02",849.6,0,"Increase","ALB"
"2021-07-03",761,0,NA,"ALB"
"2021-07-03",608.8,0,"Decrease","ALB"
"2021-07-03",913.2,0,"Increase","ALB"
"2021-07-04",813,0,NA,"ALB"
"2021-07-04",650.4,0,"Decrease","ALB"
"2021-07-04",975.6,0,"Increase","ALB"
"2021-07-05",865,0,NA,"ALB"
"2021-07-05",692,0,"Decrease","ALB"
"2021-07-05",1038,0,"Increase","ALB"
"2021-07-06",918,0,NA,"ALB"
"2021-07-06",734.4,0,"Decrease","ALB"
"2021-07-06",1101.6,0,"Increase","ALB"
"2021-07-07",970,0,NA,"ALB"
"2021-07-07",776,0,"Decrease","ALB"
"2021-07-07",1164,0,"Increase","ALB"
"2021-07-08",1023,0,NA,"ALB"
"2021-07-08",818.4,0,"Decrease","ALB"
"2021-07-08",1227.6,0,"Increase","ALB"
"2021-07-09",1075,0,NA,"ALB"
"2021-07-09",860,0,"Decrease","ALB"
"2021-07-09",1290,0,"Increase","ALB"
"2021-07-10",1127,0,NA,"ALB"
"2021-07-10",901.6,0,"Decrease","ALB"
"2021-07-10",1352.4,0,"Increase","ALB"
"2021-07-11",1180,0,NA,"ALB"
"2021-07-11",944,0,"Decrease","ALB"
"2021-07-11",1416,0,"Increase","ALB"
"2021-07-12",1232,0,NA,"ALB"
"2021-07-12",985.6,0,"Decrease","ALB"
"2021-07-12",1478.4,0,"Increase","ALB"
"2021-07-13",1284,0,NA,"ALB"
"2021-07-13",1027.2,0,"Decrease","ALB"
"2021-07-13",1540.8,0,"Increase","ALB"
"2021-07-14",1337,0,NA,"ALB"
"2021-07-14",1069.6,0,"Decrease","ALB"
"2021-07-14",1604.4,0,"Increase","ALB"
"2021-07-15",1389,0,NA,"ALB"
"2021-07-15",1111.2,0,"Decrease","ALB"
"2021-07-15",1666.8,0,"Increase","ALB"
"2021-07-16",1441,0,NA,"ALB"
"2021-07-16",1152.8,0,"Decrease","ALB"
"2021-07-16",1729.2,0,"Increase","ALB"
"2021-07-17",1494,0,NA,"ALB"
"2021-07-17",1195.2,0,"Decrease","ALB"
"2021-07-17",1792.8,0,"Increase","ALB"
"2021-07-18",1546,0,NA,"ALB"
"2021-07-18",1236.8,0,"Decrease","ALB"
"2021-07-18",1855.2,0,"Increase","ALB"
"2021-07-19",1598,0,NA,"ALB"
"2021-07-19",1278.4,0,"Decrease","ALB"
"2021-07-19",1917.6,0,"Increase","ALB"
"2021-07-20",1651,0,NA,"ALB"
"2021-07-20",1320.8,0,"Decrease","ALB"
"2021-07-20",1981.2,0,"Increase","ALB"
"2021-07-21",1703,0,NA,"ALB"
"2021-07-21",1362.4,0,"Decrease","ALB"
"2021-07-21",2043.6,0,"Increase","ALB"
"2021-07-22",1755,0,NA,"ALB"
"2021-07-22",1404,0,"Decrease","ALB"
"2021-07-22",2106,0,"Increase","ALB"
"2021-07-23",1808,0,NA,"ALB"
"2021-07-23",1446.4,0,"Decrease","ALB"
"2021-07-23",2169.6,0,"Increase","ALB"
"2021-07-24",1860,0,NA,"ALB"
"2021-07-24",1488,0,"Decrease","ALB"
"2021-07-24",2232,0,"Increase","ALB"
"2021-07-25",1913,0,NA,"ALB"
"2021-07-25",1530.4,0,"Decrease","ALB"
"2021-07-25",2295.6,0,"Increase","ALB"
